budgetline,fmsnumber,managingagency,projectid,description,costdescription,citycost,noncitycost,plancommdate
HB-215,841 362,841,HBC1301,"REHAB OF DOT BRIDGES CITYWIDE",CONS,"",399812,0,06/21
HB-215,841 362,841,HBKA23036,"UNION ST OVER 278I BQE BIN 2230360",CONS,"",13163,0,06/24
HB-215,841 362,841,HBKA23036,"UNION ST OVER 278I BQE BIN 2230360",CNSP,"",1974,0,06/24
HB-215,841 362,841,HBKA23036,"UNION ST OVER 278I BQE BIN 2230360",CONS,"",15606,0,06/26
HB-215,841 362,841,HBKA23036,"UNION ST OVER 278I BQE BIN 2230360",CONS,"",16090,0,06/27
HB-215,841 362,841,HBKA23142,"BSHP OVER BEDFORD AVE BIN 2231429",CONS,"",31591,0,06/21
HB-215,841 362,841,HBKA23142,"BSHP OVER BEDFORD AVE BIN 2231429",CNSP,"",4739,0,06/21
HB-215,841 362,841,HBKBQE,"Rehabilitation of BQE (I-278) from Sands St. to Atlantic Ave",CONS,"TRACKS AND RAILS",4499,0,06/20
HB-215,841 362,841,HBKBQE,"Rehabilitation of BQE (I-278) from Sands St. to Atlantic Ave",CNSP,"",191958,0,06/20
HB-215,841 362,841,HBKBQE,"Rehabilitation of BQE (I-278) from Sands St. to Atlantic Ave",CONS,"",542430,0,06/20
HB-215,841 362,841,HBKBQE,"Rehabilitation of BQE (I-278) from Sands St. to Atlantic Ave",CONS,"",404370,0,06/21
HB-215,841 362,841,HBKBQE,"Rehabilitation of BQE (I-278) from Sands St. to Atlantic Ave",CONS,"",404370,0,06/22
HB-215,841 362,841,HBMA22934,"RAMP TO NB HHP OVER AMTRAK WEST SIDE BIN 222934A",CONS,"",28432,0,06/21
HB-215,841 362,841,HBMA22934,"RAMP TO NB HHP OVER AMTRAK WEST SIDE BIN 222934A",CNSP,"",4265,0,06/21
HB-215,841 362,841,HBMA22934,"RAMP TO NB HHP OVER AMTRAK WEST SIDE BIN 222934A",CONS,"TRACKS AND RAILS",16089,0,06/20
HB-215,841 362,841,HBMA24529,"WEST 155TH ST PED BRIDGE OVER AMTRAK BIN:2245290",CNSP,"",1063,0,06/20
HB-215,841 362,841,HBMA24529,"WEST 155TH ST PED BRIDGE OVER AMTRAK BIN:2245290",CONS,"TRACKS AND RAILS",5830,0,06/20
HB-215,841 362,841,HBMA24529,"WEST 155TH ST PED BRIDGE OVER AMTRAK BIN:2245290",CONS,"",7084,0,06/20
HB-215,841 362,841,HBMFDNY20,"FDNY/NFPA CODE UPDATE HHP VARIOUS AND PARK AVE TUNNEL",CNSP,"",5000,0,06/20
HB-215,841 362,841,HBMFDNY20,"FDNY/NFPA CODE UPDATE HHP VARIOUS AND PARK AVE TUNNEL",CONS,"",45000,0,06/20
HB-215,841 362,841,HBMFDNY20,"FDNY/NFPA CODE UPDATE HHP VARIOUS AND PARK AVE TUNNEL",CONS,"TRACKS AND RAILS",6000,0,06/20
HB-215,841 362,841,HBMFDNY20,"FDNY/NFPA CODE UPDATE HHP VARIOUS AND PARK AVE TUNNEL",DSGN,"",3300,0,06/20
HB-215,841 362,841,HBMFDNY20,"FDNY/NFPA CODE UPDATE HHP VARIOUS AND PARK AVE TUNNEL",SVCS,"",1700,0,06/21
HB-215,841 362,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",CONS,"HIGHWAY BRIDGES",2908,0,06/18
HB-215,841 362,841,HBM1056,"FDR DR AT HOUSTON ST OVERPASS BIN 2-23204-0",CONS,"HIGHWAY BRIDGES",660,0,07/16
HB-215,841 362,841,HBM1172,"HENRY HUDSON PKWY 72ND ST VIADUCT 2-22928-9",SVCS,"SPECIAL TECHNICAL INVESTI",91,0,06/18
HB-215,841 362,841,HBM1172,"HENRY HUDSON PKWY 72ND ST VIADUCT 2-22928-9",CONS,"TRACKS AND RAILS",4250,0,06/17
HB-215,841 362,841,HBM1172,"HENRY HUDSON PKWY 72ND ST VIADUCT 2-22928-9",CONS,"HIGHWAY BRIDGES",46874,0,06/17
HB-215,841 362,841,HBM1172,"HENRY HUDSON PKWY 72ND ST VIADUCT 2-22928-9",DSGN,"",222,0,06/17
HB-215,841 362,841,HBM1172,"HENRY HUDSON PKWY 72ND ST VIADUCT 2-22928-9",CONS,"TRACKS AND RAILS",6465,0,06/18
HB-215,841 362,841,HBM1172,"HENRY HUDSON PKWY 72ND ST VIADUCT 2-22928-9",DSGN,"",110,0,06/17
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",CNSP,"CONSULTANT SUPERVISION OF",1,0,06/17
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",SVCS,"SPECIAL TECHNICAL INVESTI",335,0,06/18
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",CONS,"TRACKS AND RAILS",2743,0,06/17
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",CONS,"HIGHWAY BRIDGES",22306,0,06/17
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",DSGN,"",177,0,06/17
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",CONS,"TRACKS AND RAILS",4172,0,06/18
HB-215,841 362,841,HBM1173,"HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0",DSGN,"",155,0,06/17
HB-215,841 362,841,HBM8650,"REHAB FDR NORTHBOUND FROM EAST 42-49TH ST BIN: 2268650",CONS,"",74870,0,03/20
HB-215,841 362,841,HBM8650,"REHAB FDR NORTHBOUND FROM EAST 42-49TH ST BIN: 2268650",CNSP,"",11230,0,06/20
HB-215,841 362,841,HBQA23176,"BCIP OVER DUTCH BROADWAY-115 AVE BIN 2231760",CONS,"",19218,0,06/21
HB-215,841 362,841,HBQA23176,"BCIP OVER DUTCH BROADWAY-115 AVE BIN 2231760",CNSP,"",2883,0,06/21
HB-215,841 362,841,HBQA24750,"METROPOLITAN AVE OVER CSX TRANSPORT",CONS,"",49098,0,06/21
HB-215,841 362,841,HBQA24750,"METROPOLITAN AVE OVER CSX TRANSPORT",CNSP,"",7365,0,06/21
HB-215,841 362,841,HBQA24750,"METROPOLITAN AVE OVER CSX TRANSPORT",CONS,"TRACKS AND RAILS",3274,0,06/21
HB-215,841 362,841,HBQA24815,"WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159",CONS,"",30885,0,06/21
HB-215,841 362,841,HBQA24815,"WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159",CNSP,"",4633,0,06/21
HB-215,841 362,841,HBQA26614,"HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149",CONS,"",25010,0,06/23
HB-215,841 362,841,HBQA26614,"HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149",CNSP,"",3751,0,06/22
HB-215,841 362,841,HBQC064,"678I SB TO BCIP EB/ACCESS RD FROM 678I 2-26616-0",CONS,"HIGHWAY BRIDGES",18000,0,06/19
HB-215,841 362,841,HBQC064,"678I SB TO BCIP EB/ACCESS RD FROM 678I 2-26616-0",CNSP,"CONSULTANT SUPERVISION OF",2000,0,06/19
HB-215,841 362,841,HBRA24925,"BETHEL AVE PED BRIDGE BIN:2249250",CONS,"",1000,0,06/20
HB-215,841 362,841,HBRA24982,"ARTHUR KILL RD/ ARTHUR KILL STREAM BIN#2249820",CONS,"",3702,0,06/21
HB-215,841 362,841,HBRC039,"REPLACEMENT OF CULVERT @ MIDLAND AVE/HYLAN BLVD - R-00023",SVCS,"",48,0,06/18
HB-215,841 362,841,HBRC039,"REPLACEMENT OF CULVERT @ MIDLAND AVE/HYLAN BLVD - R-00023",CONS,"GENERAL",188,0,06/17
HB-215,841 362,841,HBRC040,"REPLACEMENT OF CULVERT @ ROCKLAND AVE/BRIELLE AVE - R-00034",CONS,"GENERAL",261,0,06/17
HB-215,841 362,841,HBRC040,"REPLACEMENT OF CULVERT @ ROCKLAND AVE/BRIELLE AVE - R-00034",CNSP,"CONSULTANT SUPERVISION OF",19,0,06/18
HB-215,841 362,841,HBRC041,"REPLACEMENT OF CULVERT @ FOSTER AVE/RANDALL AVE - R-00068",CONS,"GENERAL",817,0,06/17
HB-215,841 362,841,HBRC041,"REPLACEMENT OF CULVERT @ FOSTER AVE/RANDALL AVE - R-00068",CNSP,"CONSULTANT SUPERVISION OF",71,0,06/18
HB-215,841 362,841,HBRC042,"REPLACEMENT OF CULVERT @ GREGG PL/RANDALL AVE - R-00069",CONS,"GENERAL",73,0,06/18
HB-215,841 362,841,HBRC042,"REPLACEMENT OF CULVERT @ GREGG PL/RANDALL AVE - R-00069",CNSP,"CONSULTANT SUPERVISION OF",36,0,06/18
HB-215,841 362,841,HBRC043,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/MULDOON AVE - R00084",CONS,"GENERAL",654,0,07/16
HB-215,841 362,841,HBRC043,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/MULDOON AVE - R00084",CONS,"GENERAL",59,0,06/18
HB-215,841 362,841,HBRC045,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/RIDGEWOOD AV",CONS,"GENERAL",387,0,06/17
HB-215,841 362,841,HBRC045,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/RIDGEWOOD AV",CNSP,"CONSULTANT SUPERVISION OF",32,0,06/18
HB-215,841 362,841,HBRC045,"REPLACEMENT OF CULVERT @ ARTHUR KILL RD/RIDGEWOOD AV",CONS,"GENERAL",69,0,06/18
HB-215,841 362,841,HBRFDR,"FDR Drive, cross streets 14th and 15th streets",CONS,"",200,0,06/18
HB-215,841 362,841,HBRSGFT17,"ARMAJANI STRUCTURE",CONS,"",1298,0,06/17
HB-215,841 362,841,HBRSGFT17,"ARMAJANI STRUCTURE",CONS,"",1000,0,06/17
HB-215,841 362,841,HBRSGFT17,"ARMAJANI STRUCTURE",CNSP,"",202,0,08/16
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",1518,0,06/18
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",550,0,06/19
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",1648,0,06/20
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",40901,0,06/23
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",43000,0,06/24
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",45000,0,06/25
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",4300,0,06/21
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",3225,0,06/22
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",33427,0,06/26
HB-215,841 362,841,HBR10COMP,"TEN YR COMP",CONS,"GENERAL",34463,0,06/27
HB-215,841 362,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",CNSP,"CONSULTANT SUPERVISION OF",2640,0,06/19
HB-215,841 362,841,HBX1215,"E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1",CONS,"HIGHWAY BRIDGES",24000,0,06/19
HB-215,841 362,841,HBX163,"5 Bridges - Melrose, Bronx",CONS,"",11250,0,06/18
HB-215,841 362,841,HBX163,"5 Bridges - Melrose, Bronx",CNSP,"",1688,0,06/18
HB-215,841 362,841,HBX163,"5 Bridges - Melrose, Bronx",SVCS,"",340,0,06/18
HB-215,841 362,841,SANDHBFDR,"SANDY ER FOR FDR 18TH TO 25TH STREET",DSGN,"",131,522,06/17
HB-215,841 362,841,SANDHBFDR,"SANDY ER FOR FDR 18TH TO 25TH STREET",CONS,"",1335,5337,06/18
HB-215,841 362,841,SANDHBFDR,"SANDY ER FOR FDR 18TH TO 25TH STREET",DSGN,"",13,51,06/17
HB-215,841 362,841,SANDHBFDR,"SANDY ER FOR FDR 18TH TO 25TH STREET",CNSP,"CONSULTANT SUPERVISION OF",205,820,06/18
HB-215,841 362,841,SANDHB001,"Battery Park 2-23200 & West St 2-26738 Underpasses- Sandy",IFDS,"",425,0,06/17
HB-215,841 362,841,SANDHB002,"Rehab of Movable Bridges Citywide - Sandy",IFSP,"",825,0,06/17
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",DSGN,"",220,880,06/18
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",DSGN,"",110,440,06/18
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",DSGN,"",70,280,06/18
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",DSGN,"",35,140,06/18
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",CONS,"",110,440,06/20
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",CONS,"",35,140,06/20
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",CNSP,"",220,880,06/20
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",CNSP,"",70,280,06/20
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",CONS,"",2200,8800,06/20
HB-215,841 362,841,SANDHB2U,"SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS",CONS,"",700,2800,06/20
HB-215,841 362,850,HBPEDMRS,"PED BRIDGE - MORRIS ST (M)",CONS,"HIGHWAY BRIDGES",2000,0,06/18
HB-215,841 362,850,HBPEDMRS,"PED BRIDGE - MORRIS ST (M)",IFDS,"FINAL DESIGN",546,0,06/17
HB-215,841 362,850,HBPEDMRS,"PED BRIDGE - MORRIS ST (M)",IFSP,"IN-HOUSE SUPERVISION OF C",546,0,06/17
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",CONS,"HIGHWAY BRIDGES",2471,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",SVCS,"SPECIAL TECHNICAL INVESTI",250,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",CNSP,"CONSULTANT SUPERVISION OF",500,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",CONS,"TRACKS AND RAILS",500,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",CONS,"TRACKS AND RAILS",1845,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",CNSP,"CONSULTANT SUPERVISION OF",277,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",CONS,"",2122,0,06/18
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",IFSP,"IN-HOUSE SUPERVISION OF C",25,0,06/17
HB-215,841 362,850,HBPED100Q,"PED BRIDGE - 51 AVE (Q)",IFSP,"",580,0,06/17
HB-215,841 362,850,HBPED216S,"PED BRIDGE - 216 ST (Q)",CONS,"HIGHWAY BRIDGES",1000,0,06/18
HB-215,841 362,850,HBPED300Q,"PED BRIDGES- 55AV, 94ST, 167ST, 71AV(Q), W155ST(M), 204ST(X)",IFDS,"DESIGN",25,0,06/17
HB-240,841 36O,841,HBM7240,"TRANS MANHATTAN EXPRESSWAY CONN. 2-26724-0",SVCS,"SPECIAL TECHNICAL INVESTI",600,0,06/18
HB-240,841 36O,841,HBM7240,"TRANS MANHATTAN EXPRESSWAY CONN. 2-26724-0",CONS,"",2334,1471,06/17
HB-240,841 36O,841,HBM7240,"TRANS MANHATTAN EXPRESSWAY CONN. 2-26724-0",CNSP,"CONSULTANT SUPERVISION OF",132,0,06/18
HB-240,841 36O,841,HBM7240,"TRANS MANHATTAN EXPRESSWAY CONN. 2-26724-0",CONS,"",304,1213,07/16
HB-240,841 36O,841,HBM7240,"TRANS MANHATTAN EXPRESSWAY CONN. 2-26724-0",IFSP,"",725,0,06/17
HB-432,841 578,841,HBQ432,"HONEYWELL ST BR/ LIRR #2-24732-1/X753 03",IFSP,"",25,0,06/17
HB-432,841 578,841,HBQ432,"HONEYWELL ST BR/ LIRR #2-24732-1/X753 03",IFSP,"",225,0,06/17
HB-448,841 603,841,HBQ448,"QUEENS BLVD RR BR (RT25) @ JACKSON AVE #2-24731-0/X041 45",LEGL,"",380,0,06/18
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",CNSP,"CONSULTANT SUPERVISION OF",5952,0,06/20
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",CONS,"TRACKS AND RAILS",4222,0,06/20
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",CTGY,"",800,0,06/17
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",SVCS,"SPECIAL TECHNICAL INVESTI",466,0,06/20
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",CNSP,"CONSULTANT SUPERVISION OF",48,0,06/20
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",DSGN,"TOTAL DESIGN",578,0,06/19
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",CONS,"GENERAL",40328,0,06/20
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",DSGN,"TOTAL DESIGN",4000,0,06/18
HB-530,841 427,841,HBK530,"PARKSIDE AVE AND OCEAN AVE RR BR #2-24302-0",SVCS,"SPECIAL TECHNICAL INVESTI",2000,0,06/18
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",CNSP,"CONSULTANT SUPERVISION OF",3072,0,06/21
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",CONS,"TRACKS AND RAILS",30224,0,06/21
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",CONS,"HIGHWAY BRIDGES",56338,0,06/22
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",CTGY,"",100,0,06/17
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",DSGN,"",800,0,06/17
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",SVCS,"SPECIAL TECHNICAL INVESTI",1651,0,06/21
HB-548,841 633,841,HBK548,"21ST AVE RR BR & 64TH ST #2-24382-1/TN35190",DSGN,"",2761,0,06/19
HB-551,841 638,841,HBM551,"PARK AVE TUNNEL FROM E34TH TO E39TH ST'S #2-24654-0/TN6142",CONS,"GENERAL",100,0,06/17
HB-551,841 638,841,HBM551,"PARK AVE TUNNEL FROM E34TH TO E39TH ST'S #2-24654-0/TN6142",CONS,"GENERAL",4387,0,06/18
HB-551,841 638,841,HBM551,"PARK AVE TUNNEL FROM E34TH TO E39TH ST'S #2-24654-0/TN6142",IFDS,"",25,0,12/16
HB-551,841 638,841,HBM551,"PARK AVE TUNNEL FROM E34TH TO E39TH ST'S #2-24654-0/TN6142",CNSP,"CONSULTANT SUPERVISION OF",45,0,06/18
HB-551,841 638,841,HBM551,"PARK AVE TUNNEL FROM E34TH TO E39TH ST'S #2-24654-0/TN6142",SVCS,"SPECIAL TECHNICAL INVESTI",421,0,06/18
HB-551,841 638,841,HBM551,"PARK AVE TUNNEL FROM E34TH TO E39TH ST'S #2-24654-0/TN6142",IFSP,"",650,0,06/17
HB-643,841 60J,841,HBK1072WM,"WETLAND MITIGATION BELT PKWAY (PRDGT, FSH CRK, MILL, GERTSN)",CONS,"HIGHWAY BRIDGES",16,0,06/18
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",CNSP,"CONSULTANT SUPERVISION OF",979,0,06/17
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",CONS,"",212,0,06/17
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",CNSP,"",1000,0,06/18
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",CNSP,"",704,0,06/17
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",CNSP,"CONSULTANT SUPERVISION OF",1000,0,06/17
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",CONS,"HIGHWAY BRIDGES",3234,0,06/17
HB-643,841 60J,841,HBK643,"BELT PARKWAY OVER GERRITSEN INLET #2-23145-0/X021 39/TRN9020",IFSP,"",750,0,06/17
HB-643,841 60J,846,P-2BELTPC,"FY14 Belt Parkway Street Trees",DSGN,"COMPLETE DESIGN",67,0,06/18
HB-643,841 60J,846,P-2BELTPC,"FY14 Belt Parkway Street Trees",CONS,"GENERAL",4739,0,06/17
HB-643,841 60J,846,P-2BELTPC,"FY14 Belt Parkway Street Trees",CONS,"",474,0,06/17
HB-644,841 60B,841,HBX644,"MADISON AVE BR OVER HARLEM RIVER @ E138 ST 2-24007-1/TN6180",CTGY,"",1600,4000,06/17
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",CONS,"GENERAL",8159,32636,06/18
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",DSGN,"",667,0,06/18
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",CNSP,"CONSULTANT SUPERVISION OF",4078,0,06/18
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",SVCS,"",451,0,06/17
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",SVCS,"",1540,0,06/18
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",DSGN,"",49,0,06/17
HB-644,841 60B,841,HBX644S,"MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM",IFDS,"",702,0,06/17
HB-1012,841 61R,841,BRKA24039,"GRAND STREET/ NEWTON CREEK BIN: 2240390",DSGN,"",11500,0,06/18
HB-1012,841 61R,841,BRKA24039,"GRAND STREET/ NEWTON CREEK BIN: 2240390",SVCS,"",5500,0,06/18
HB-1012,841 61R,841,BRKA24039,"GRAND STREET/ NEWTON CREEK BIN: 2240390",DSGN,"",500,0,06/18
HB-1012,841 61R,841,BRKA24039,"GRAND STREET/ NEWTON CREEK BIN: 2240390",CONS,"",11902,0,06/22
HB-1012,841 61R,841,BRKA24039,"GRAND STREET/ NEWTON CREEK BIN: 2240390",CNSP,"",11000,0,06/22
HB-1012,841 61R,841,HBBA06672,"EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720",SVCS,"",4683,0,06/18
HB-1012,841 61R,841,HBBA06672,"EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720",DSGN,"",9866,0,06/18
HB-1012,841 61R,841,HBBA06672,"EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720",CONS,"TRACKS AND RAILS",121,0,06/18
HB-1012,841 61R,841,HBBA24181,"East 188th St over MNRR Har BIN 2241810",DSGN,"",2000,0,06/18
HB-1012,841 61R,841,HBBA24181,"East 188th St over MNRR Har BIN 2241810",SVCS,"",1000,0,06/18
HB-1012,841 61R,841,HBBA24245,"EAST 233RD ST/ BRONX RIVER BIN # 2242459",SVCS,"",959,0,06/19
HB-1012,841 61R,841,HBBA24245,"EAST 233RD ST/ BRONX RIVER BIN # 2242459",DSGN,"",1917,0,06/19
HB-1012,841 61R,841,HBCD000,"MATERIAL TESTING SPECIALIZE FABRICATION",CONS,"GENERAL",1587,0,09/16
HB-1012,841 61R,841,HBCD001,"INSPECTION SERVICES AT CONCRETE & ASPHALT (CITYWIDE)",CONS,"GENERAL",4446,0,06/17
HB-1012,841 61R,841,HBCD001C,"IN-PROCESS FAB INSPECTN OF PP CONCRTE IN THE NE US (CITYWIDE",CONS,"GENERAL",867,0,09/16
HB-1012,841 61R,841,HBCD001D,"IN-PROCESS FAB INSPCTN OF PP CONCRTE IN US/CAN (CITYWIDE)",CONS,"GENERAL",263,0,09/16
HB-1012,841 61R,841,HBCD0011,"INSPECTION SERVICES AT CONCRETE & ASPHALT PLANTS",CONS,"",4874,0,06/20
HB-1012,841 61R,841,HBCD0011A,"IN-PROCESS FAB INSPECTION STRUCTURAL STEEL IN NE USA",CONS,"",12383,0,06/20
HB-1012,841 61R,841,HBCD0011B,"IN-PROCESS FAB INSPECTION OF STRUCTURAL STEEL IN US/CAN",CONS,"",6756,0,06/20
HB-1012,841 61R,841,HBCD0011C,"IN-PROCESS FAB INSPECTION OF PP CONCRETE IN NE USA",CONS,"",3796,0,06/20
HB-1012,841 61R,841,HBCD0012,"TESTING AND SAMPLING OF MATERIAL (CITYWIDE)",CONS,"",9800,0,06/21
HB-1012,841 61R,841,HBCD002,"TESTING AND SAMPLING OF MATERIALS",CONS,"GENERAL",5644,0,09/16
HB-1012,841 61R,841,HBCD003,"INSPECTION SERVICES AT ASPHALT AND CONCRETE PLANTS",DSGN,"",1293,0,09/16
HB-1012,841 61R,841,HBCD003A,"IN-PROCESS FAB INSPECTN OF STRUCTURAL STEEL IN NE USA",CONS,"",258,0,09/16
HB-1012,841 61R,841,HBCD003B,"IN-PROCESS FAB INSPCTN OF STRUTURAL STEEL IN US/CAN",CONS,"",240,0,09/16
HB-1012,841 61R,841,HBCD003C,"IN-PROCESS FAB INSPCTN OF PP CONCRETE IN NE USA",DSGN,"",817,0,09/16
HB-1012,841 61R,841,HBCD003D,"IN-PROCESS FAB INSPCTN OF PP CONCRETE IN US/CAN",DSGN,"",405,0,09/16
HB-1012,841 61R,841,HBCD004,"TESTING AND SAMPLING OF MATERIALS",DSGN,"",5593,0,09/16
HB-1012,841 61R,841,HBCD005,"INSPECTION SERVICES AT ASPHALT AND CONCRETE PLANTS",CONS,"HIGHWAY BRIDGES",999,0,09/16
HB-1012,841 61R,841,HBCD005A,"IN-PROCESS FABRICATION INSPECTION OF STRUCTURAL STEEL",CONS,"HIGHWAY BRIDGES",209,0,09/16
HB-1012,841 61R,841,HBCD005A,"IN-PROCESS FABRICATION INSPECTION OF STRUCTURAL STEEL",CONS,"HIGHWAY BRIDGES",85,0,09/16
HB-1012,841 61R,841,HBCD005D,"IN-PROCESS FABRICATION INSPECTION OF PP CONCRETE",CONS,"HIGHWAY BRIDGES",550,0,09/16
HB-1012,841 61R,841,HBCD006,"TESTING AND SAMPLING OF MATERIALS",CONS,"HIGHWAY BRIDGES",6829,0,09/16
