budgetline,fmsnumber,managingagency,projectid,description,commitmentcode,commitmentdescription,citycost,noncitycost,plancommdate
PW-DN077,856 A09,801,PWDBHSHSO,"Brotherhood/Sister Sol -- New Community Center Building",CONS,"",2295000,0,06/18
PW-DN077,856 A09,801,PWDBHSHSO,"Brotherhood/Sister Sol -- New Community Center Building",CONS,"",3857000,0,06/19
PW-DN077,856 A09,850,PWD9TECH,"BROTHERHOOD SISTER SOL TECH",SITE,"",1000000,0,06/17
PW-DN094,856 A13,801,PWD9QYWHA,"CENTRAL QUEENS YM-YWHA",CONS,"",650000,0,06/17
PW-DN094,856 A13,801,PWD9QYWHA,"CENTRAL QUEENS YM-YWHA",CONS,"",200000,0,06/17
PW-DN104,856 AO9,801,PWDMEALSI,"Meals on Wheels of Staten Island, Inc.- Facility Rehab.",CONS,"",630000,0,06/17
PW-DN104,856 AO9,801,PWDMEALS2,"Meals on Wheels of Staten Island, Inc.- New Facility",CONS,"",312000,0,06/17
PW-DN104,856 AO9,801,PWDMEALS2,"Meals on Wheels of Staten Island, Inc.- New Facility",CONS,"",205000,0,06/18
PW-DN104,856 AO9,801,PWDMEALS2,"Meals on Wheels of Staten Island, Inc.- New Facility",CONS,"",108000,0,06/19
PW-DN116,856 A17,850,PWDNCOOPE,"Cooper Union",EQFN,"",41000,0,06/17
PW-DN128,856 A19,850,PWDNDFUND,"The Doe Fund, Inc. - Vehicle Purchase",EQVH,"",55000,0,06/17
PW-DN142,856 A22,801,PWM999EDA,"THE EDUCATIONAL ALLIANCE 13-556221-O6019",CONS,"",87000,0,06/17
PW-DN142,856 A22,850,PWDNALIAN,"EDUCATIONAL ALLIANCE/14TH ST. Y - GREEN ROOF",EQFN,"",126000,0,06/17
PW-DN142,856 A22,850,PWDN142EA,"Educational Alliance - 14th Street Y Theater Equipment",IFSP,"",6000,0,06/17
PW-DN165,856 A25,850,PWD9GAY,"GAY LESBIAN STRAIGHT EDUCATION NETWORK",IFSP,"",36000,0,06/17
PW-DN200,856 B01,850,PWDGMEN,"GAY MEN' S HEALTH CRISIS",EQFN,"",594000,0,06/17
PW-DN200,856 B01,850,PWDGMEN,"GAY MEN' S HEALTH CRISIS",IFSP,"",2000,0,06/17
PW-DN200,856 B01,850,PWDGMEN,"GAY MEN' S HEALTH CRISIS",IFSP,"",11000,0,06/17
PW-DN206,856 A30,850,PWDNJEWSH,"JEWISH BRAILLE INSTITUTE",EQFN,"",10000,0,06/17
PW-DN206,856 A30,850,PWDNTHJBI,"JBI INTERNATIONAL - LIBRARY CAPITAL EQUIPMENT REQUEST",EQFN,"",22000,0,06/17
PW-DN206,856 A30,850,PWDNTHJBI,"JBI INTERNATIONAL - LIBRARY CAPITAL EQUIPMENT REQUEST",IFSP,"",5000,0,06/17
PW-DN208,856 B03,850,PWDHISP,"HISPANIC FEDERATION - INFORMATION TECHNOLOGY EQUIPMENT",EQFN,"",102000,0,06/17
PW-DN220,856 AM9,850,PWDNMOBLE,"SMART Mobile Cooking Classroom - 13-261252-V8857",IFSP,"",5000,0,06/17
PW-DN234,856 A41,801,LEGALSERV,"LEGAL SERVICES NYC - BRONX IN THE BUSHER BUILDING",CONS,"SITE DEV. AND OFFSITE INF",77000,0,06/17
PW-DN234,856 A41,850,PWD998LEG,"LEGAL SERVICES FOR NY CITY",EQFN,"",100000,0,06/17
PW-DN234,856 A41,850,PWD998LEG,"LEGAL SERVICES FOR NY CITY",EQFN,"",250000,0,06/17
PW-DN237,856 B05,801,PWDJBOD,"JEWISH BOARD OF FAMILY AND CHILDREN' S SERVICES",CONS,"",25000,0,06/17
PW-DN237,856 B05,801,PWDJBOD2,"FA - Jewish Board of Family & Children 13-556493-A1193",CONS,"SITE DEV. AND OFFSITE INF",10000,0,06/17
PW-DN237,856 B05,801,PWDJBOD3,"Jewish Board of Family and Children's Services",CONS,"SITE DEV. AND OFFSITE INF",600000,0,06/17
PW-DN237,856 B05,801,PWDKAPLAN,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES-Kaplan House",CONS,"",550000,0,06/17
PW-DN237,856 B05,850,PWDNBOARD,"Jewish Board of Family and Children's Serv- Vehicle Purchas",EQVH,"",188000,0,06/17
PW-DN237,856 B05,850,PWDNBOARD,"Jewish Board of Family and Children's Serv- Vehicle Purchas",IFSP,"",4000,0,06/17
PW-DN243,856 B06,850,PWDFLAT,"FLABUSH VOLUNTEER' S OF HATZOLAH",IFSP,"",6000,0,06/17
PW-DN246,856 B07,801,PWDARMORY,"Armory Foundation -- Construction of Afterschool center",CONS,"SITE DEV. AND OFFSITE INF",800000,0,06/17
PW-DN246,856 B07,850,ARMORYFOU,"THE ARMORY FOUNDATION - WASHINGTON ARMORY TRACK RESURFACING",CONS,"SITE DEV. AND OFFSITE INF",1133000,0,06/17
PW-DN246,856 B07,850,PWDFORT,"ARMORY FOUNDATION EVENT STAGE EQUIPMENT",EQFN,"",1220000,0,06/18
PW-DN246,856 B07,850,PWDFORT,"ARMORY FOUNDATION EVENT STAGE EQUIPMENT",CONS,"",732000,0,06/18
PW-DN248,856 B08,801,PWDLEAK,"Leake and Watts Services",CONS,"",18000,0,06/17
PW-DN248,856 B08,801,PWDLEAK2,"Leake and Watts Services, Inc. -- 13-186045-E2542",CONS,"SITE DEV. AND OFFSITE INF",669000,0,06/17
PW-DN248,856 B08,850,PWDLEAK,"LEAKE AND MATTS COMPUTER ROOM",IFSP,"",2000,0,06/17
PW-DN248,856 B08,850,PWDLEAKEW,"LEAKE AND WATTS SERVICES, INC. EQUIPMENT AND IT",EQFN,"",290000,0,06/19
PW-DN249,856 A43,801,PWM249LEE,"LOWER EAST SIDE GIRLS CLUB: EXPANSION ON AVENUE D",CONS,"",400000,0,06/17
PW-DN249,856 A43,850,PWMNLOWER,"THE LOWER EASTSIDE GIRLS CLUB OF NY - INITIAL OUTFITTIN",EQFN,"",26000,0,06/17
PW-DN257,856 B10,850,PWDMYRE,"MANHATTAN YOUTH RECREATION AND RESOURCES",IFSP,"",3000,0,06/17
PW-DN284,856 AK3,850,PWDNABUSE,"NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS - S.A.N.",EQFN,"",20000,0,06/17
PW-DN284,856 AK3,850,PWDNABUSE,"NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS - S.A.N.",EQFN,"",26000,0,06/17
PW-DN284,856 AK3,850,PWDNDRUGG,"National Association on Drug Abuse Problems NYS, INC.",EQFN,"",145000,0,06/17
PW-DN284,856 AK3,850,PWDNDRUGS,"NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS",EQFN,"",146000,0,06/17
PW-DN284,856 AK3,850,PWDN13PHO,"National Assoc. on Drug Abuse Problems NYS, INC. - PHONE SY",EQFN,"",162000,0,06/17
PW-DN302,856 A49,856,PWD998GLP,"NEW YORK GAY AND LESBIAN PROJECT EQUIPMENT",EQFN,"",250000,0,04/17
PW-DN311,856 AA2,850,PWD99COUN,"QUEENS JEWISH COMMUNITY COUNCIL",CONS,"",500000,0,06/17
PW-DN317,856 A52,801,OHELFAM,"FA Ohel's Children's Home and Family Services",SITE,"",65000,0,06/17
PW-DN317,856 A52,801,OHELFAM2,"Ohel Children's Home and Family Services - 116078704-B1443",CONS,"SITE DEV. AND OFFSITE INF",49000,0,06/17
PW-DN317,856 A52,801,OHELFAM2,"Ohel Children's Home and Family Services - 116078704-B1443",CONS,"",1951000,0,09/16
PW-DN317,856 A52,801,PWDOHELIO,"Ohel Children's Home and Family Services, Inc. -- Initial O",EQFN,"",1054000,0,06/19
PW-DN317,856 A52,850,PWDNCHILD,"Ohel Children's Home and Family Services - E/P",EQFN,"",272000,0,06/17
PW-DN317,856 A52,850,PWDNOHELL,"Ohel Children's Home and Family Services - I/O",EQFN,"",539000,0,06/17
PW-DN317,856 A52,850,PWDN43OPC,"Ohel Children's Home & Family Services - OUTPATIENT CLINIC",EQFN,"",630000,0,06/17
PW-DN318,856 A53,850,PWD3OYMK1,"FA - On Your Mark",CONS,"",1000,0,06/17
PW-DN325,856 A54,850,PWDCARG,"PER SCHOLAS - CARGO TRUCK",EQFN,"",103000,0,06/17
PW-DN331,856 A55,850,PWC005WEB,"Webster-Giannone Ctr PAL",CONS,"",600000,0,06/17
PW-DN331,856 A55,850,PWC005WEB,"Webster-Giannone Ctr PAL",CONS,"",28000,0,06/17
PW-DN347,856 A60,801,PWQ9YMCA,"FA - 69-02 64th St. Ridgewood YMCA Reconstruction",CONS,"",500000,0,06/17
PW-DN361,856 A62,850,PWDNSAFEH,"Safe Horizon - Telephony Network",EQFN,"",291000,0,06/17
PW-DN361,856 A62,850,PWDNSAFEH,"Safe Horizon - Telephony Network",IFSP,"",7000,0,06/17
PW-DN361,856 A62,850,PWDNSAFFE,"SAFE HORIZON - EQUIPMENT",EQFN,"",273000,0,06/17
PW-DN361,856 A62,856,PWD05SFHZ,"130 STUYVESANT PL.- SAFE HORIZONS CAC",CONS,"",375000,0,06/17
PW-DN371,856 A64,801,PWSAMFIEH,"FA - Samuel Fields YM & YWHA Building",CONS,"",210000,0,06/17
PW-DN371,856 A64,801,PWSAMFIEH,"FA - Samuel Fields YM & YWHA Building",CONS,"",1350000,0,06/17
PW-DN371,856 A64,801,PWSAMFIEH,"FA - Samuel Fields YM & YWHA Building",DSGN,"",150000,0,06/17
PW-DN379,856 A67,801,PWDSEPHYC,"Sephardic Community Youth Center -- Community Center-Secu",EQFN,"",125000,0,06/17
PW-DN379,856 A67,801,PWDSEPHYC,"Sephardic Community Youth Center -- Community Center-Secu",EQFN,"",125000,0,06/17
PW-DN379,856 A67,801,PWDSEPHYC,"Sephardic Community Youth Center -- Community Center-Secu",EQFN,"",250000,0,06/17
PW-DN379,856 A67,801,SEPHACC,"FA - Sephardic Community Center",CNSP,"",49000,0,06/17
PW-DN379,856 A67,850,PWDN49REC,"Sephardic Community Youth Center - Recording Studio Equip.",EQFN,"",122000,0,06/17
PW-DN381,856 A68,850,PV467SRA1,"SRAC - Seventh Regiment Armory Conservancy Heating Plant",CONS,"",138000,0,06/17
PW-DN381,856 A68,850,PV467SRA1,"SRAC - Seventh Regiment Armory Conservancy Heating Plant",IFSP,"",49000,0,06/17
PW-DN381,856 A68,850,PV467SRA1,"SRAC - Seventh Regiment Armory Conservancy Heating Plant",IFSP,"",15000,0,06/17
PW-DN382,856 A69,850,PWD9SHEMA,"SHEMA KOLAINU",CONS,"",600000,0,06/17
PW-DN382,856 A69,850,PWD9SHEMA,"SHEMA KOLAINU",CONS,"",500000,0,06/17
PW-DN393,856 A73,801,B&GCMETRO,"Boys and Girls Club of Metro Queens",CONS,"SITE DEV. AND OFFSITE INF",97000,0,06/17
PW-DN393,856 A73,801,PWDB&GCMQ,"Boys and GIRls Club of Metro Queens -- Construction and ren",CONS,"",625000,0,06/19
PW-DN393,856 A73,801,PWDB&GCMQ,"Boys and GIRls Club of Metro Queens -- Construction and ren",CONS,"",1458000,0,06/20
PW-DN393,856 A73,801,PWQCLUB,"FA - South Queens Boys and Girls Club",CONS,"",4000,0,06/17
PW-DN393,856 A73,801,PWQCLUB,"FA - South Queens Boys and Girls Club",CONS,"",2000,0,06/17
PW-DN402,856 AL2,801,PWDJCC,"JCC OF STATEN ISLAND",CONS,"",7000,0,06/17
PW-DN402,856 AL2,801,PWDJCC,"JCC OF STATEN ISLAND",CONS,"",50000,0,06/17
PW-DN420,856 AP2,801,PWDGREENW,"GREENWICH HOUSE, INC. - Community Center Renovation",CONS,"",500000,0,06/17
PW-DN422,856 A76,850,PWD9MART,"HETRICK-MARTIN INSTITUTE IT UPGRADE",IFSP,"",29000,0,06/17
PW-DN427,856 A77,850,PWD9WILL,"UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG",CONS,"",2000000,0,06/17
PW-DN428,856 A78,856,PWD998TPC,"TAPCO THEATER COMPANY EQUIPMENT",EQFN,"",120000,0,04/17
PW-DN436,856 B69,801,UJOWILL,"FA United Jewish Organizations of Williamsburg",CONS,"",1707000,0,06/17
PW-DN454,856 A87,850,PWD9WEDCO,"WOMEN'S HOUSING AND ECONOMIC DEVELOPMENT CORPORATION",IFSP,"",10000,0,06/17
PW-DN455,856 AN2,850,PWDNWOODY,"Woodycrest Center for Human Development, Inc. - E/P",EQFN,"",71000,0,06/17
PW-DN460,856 A89,801,PWK291,"FA - YMCA of Prospect Park",CONS,"",94000,0,06/17
PW-DN460,856 A89,806,ARVERNEY,"BENJAMIN BEECHWOOD LLC",CONS,"",605000,0,10/16
PW-DN465,856 A91,801,PWD9RBIT,"FA - YMCA NYC Roberta Bright",CONS,"",300000,0,06/20
PW-DN467,856 A74,801,FOUNTAINH,"FOUNTAIN HOUSE CAPITAL PROJECT",CONS,"SITE DEV. AND OFFSITE INF",18000,0,06/17
PW-DN467,856 A74,801,PWDFHOUSE,"Fountain House HVAC Expansion and Electrical Upgrade",CONS,"SITE DEV. AND OFFSITE INF",358000,0,06/17
PW-DN496,856 AN3,850,PWDNRIDGE,"Ridgewood Bushwick Senior Citizens Council- Vehicle Purchas",EQVH,"",45000,0,06/17
PW-DN497,856 B12,850,PWDNFRANC,"ST. FRANCIS COLLEGE - VIDEO CONFERENCING SYSTEM",EQFN,"",90000,0,06/17
PW-DN497,856 B12,850,PWDNFRANK,"St. Francis College - Equipment Purchases",EQFN,"",275000,0,06/17
PW-DN497,856 B12,850,PWDNFRANN,"ST FRANCIS COLLEGE - SCIENCE EQUIPMENT",EQFN,"",487000,0,06/17
PW-DN497,856 B12,850,PWDNFRANS,"St. Francis College - New Nursing Lab",EQFN,"",816000,0,06/17
PW-DN497,856 B12,850,PWDNFRANS,"St. Francis College - New Nursing Lab",IFSP,"",20000,0,06/17
PW-DN497,856 B12,850,PWDN24LAB,"ST. FRANCIS COLLEGE - MICROBIO LAB I/O",EQFN,"",150000,0,06/17
PW-DN497,856 B12,850,PWKNFRANC,"ST. FRANCIS COLLEGE - TV STUDIO & HI-DEF CAMERAS",EQFN,"",778000,0,06/17
PW-DN499,856 A85,801,SCHOOLSET,"SCHOOL SETTLEMENT ASSOCIATION",CONS,"SITE DEV. AND OFFSITE INF",1939000,0,06/17
PW-DN506,856 AJ2,850,PWDNFORTN,"FORTUNE SOCIETY",EQFN,"",183000,0,06/17
PW-DN506,856 AJ2,850,PWDNFORTN,"FORTUNE SOCIETY",IFSP,"",5000,0,06/17
PW-DN506,856 AJ2,850,PWDNFORTU,"THE FORTUNE SOCIETY, INC - VEHICLES",IFSP,"",3000,0,06/17
PW-DN512,856 AM4,801,AAEONEFL,"Asian Americans for Equality - One Flushing Small Business A",CONS,"SITE DEV. AND OFFSITE INF",30000,0,06/17
PW-DN512,856 AM4,801,AAEONEFL,"Asian Americans for Equality - One Flushing Small Business A",CONS,"SITE DEV. AND OFFSITE INF",300000,0,06/17
PW-DN580,856 AA3,850,RCYOUTH,"RICHMOND COUNTY YOUTH SPORTS COMPLEX",IFSP,"",5000,0,06/17
PW-DN581,856 AA4,850,PWDGLEN,"GLEN OAKS VOLUNTEER AMBULANCE CORPS",IFSP,"",4000,0,06/17
PW-DN582,856 AA6,850,PWDN5TOWN,"ALLIANCE FOR DOWNTOWN NEW YORK - POWER WASHER",IFSP,"",2000,0,06/17
PW-DN582,856 AA6,850,PWDTOWN,"DOWNTOWN ALLIANCE - TRUCK AND LIGHTPOLE PURCHASE",IFSP,"",8000,0,06/17
PW-DN583,856 AA7,801,RIVERDALE,"RIVERDALE NEIGHBORHOOD HOUSE",CONS,"",38000,0,06/17
PW-DN584,856 AA8,801,PWC77HES2,"Hebrew Educational Society",CONS,"",48000,0,06/17
PW-DN585,856 AA9,850,PWDJASA,"JASA BRONX FRIENSHIP HOUSE",IFSP,"",3000,0,06/17
PW-DN586,856 AB1,801,KIPDOME2,"Kips Bay Boys & Girls Club -- Rebuild air-supported dome",CONS,"SITE DEV. AND OFFSITE INF",40000,0,06/17
PW-DN586,856 AB1,801,PWDKBB&GC,"KIPS BAY BOYS & GIRLS CLUB - Instructional Kitchen & Culina",CONS,"",864000,0,06/19
PW-DN586,856 AB1,801,PWDKIPS,"KIPS BAY BOYS & GIRLS CLUB - ICE RINK",CONS,"",146000,0,06/17
PW-DN586,856 AB1,801,PWDKIPS2,"Kips Bay Boys and Girls Club Flagship Clubhouse Facilities E",CONS,"SITE DEV. AND OFFSITE INF",1088000,0,06/17
PW-DN586,856 AB1,850,PWDKBGC05,"KIPS BAY BOYS AND GIRLS CLUB - TRANSPORT VANS",EQVH,"",78000,0,06/17
PW-DN586,856 AB1,850,PWDKBGC45,"KIPS BAY BOYS AND GIRLS CLUB - VANS",EQVH,"",40000,0,06/17
PW-DN586,856 AB1,850,PWDNKIPSB,"KIPS BAY BOYS & GIRLS CLUB - FOR VEHICLE PURCHASE(S)",IFSP,"",3000,0,06/17
PW-DN586,856 AB1,850,PWDN5KIPS,"KIPS BAY BOYS AND GIRLS CLUB - I/O",IFSP,"",4000,0,06/17
PW-DN586,856 AB1,850,PWDN5KIP2,"KIPS BAY BOYS AND GIRLS CLUB - BUSES",IFSP,"",5000,0,06/17
PW-DN588,856 AB3,801,YWCAWIDE,"FA - YWCA of the City of New York",CONS,"",200000,0,06/17
PW-DN589,856 AB4,850,PWDSANT,"SANCTUARY FOR FAMILIES - RENOVATIONS",IFSP,"",1000,0,06/17
PW-DN590,856 AB5,850,PWDCOMM,"COMMITTEE FOR HISPANIC CHIDREN AND FAMILIES",IFSP,"",1000,0,06/17
PW-DN591,856 AB6,850,PWPNTTECH,"THE POINT Community Development Corp Technology Upgrade",EQFN,"",206000,0,06/17
PW-DN601,856 AC1,850,PWDNLEGAL,"NEW YORK LEGAL ASSISTANCE GROUP - WIRELESS NETWORK",EQFN,"",205000,0,06/17
PW-DN625,856 AJ1,850,PWDNNORTN,"NORTHERN MANHATTAN IMPROVEMENT CORP.",EQFN,"",503000,0,06/17
PW-DN630,856 AL8,801,YTHPOOL,"FA Youth Center Pool Renovation",CONS,"SITE DEV. AND OFFSITE INF",24000,0,06/17
PW-DN643,856 AL0,801,PWQJAM,"Neighborhood Hsg Svcs of Jamaica",CONS,"",700000,0,06/17
PW-DN651,856 AD2,801,PWKNTH,"Northside Town Hall",CONS,"",350000,0,06/17
PW-DN671,856 AK1,801,PWDSTJO,"St. John's Bread and Life Program",CONS,"",10000,0,06/17
PW-DN672,856 AK2,801,PWDGLBT,"Services and Advocacy for GLBT Elders",CONS,"",27000,0,06/17
PW-DN673,856 AK7,801,PWDCCCS,"Catholic Charities Community Services",CONS,"",16000,0,06/17
PW-DN673,856 AK7,801,PWMNEW4,"Catholic Charities Kennedy Center Renovation",CONS,"",646000,0,06/17
PW-DN700,856 B13,801,EFLATBUSH,"FA Neighborhood Housing Services of East Flatbush Rehab.",CONS,"SITE DEV. AND OFFSITE INF",718000,0,06/17
PW-DN700,856 B13,850,NHSCOMP,"Neighborhood Housing Services - Computers - Brooklyn",IFSP,"",1000,0,06/17
PW-DN705,856 AL4,801,PWDDAVI,"FA - Shield of David",CONS,"",17000,0,06/17
PW-DN705,856 AL4,801,PWDDAVI2,"FA - Shield of David 13-174004-J4318",CONS,"SITE DEV. AND OFFSITE INF",218000,0,06/17
PW-DN705,856 AL4,801,SHIELDDAV,"SHIELD OF DAVID FRONT ENTRANCE + OTHER RENOV",CONS,"SITE DEV. AND OFFSITE INF",13000,0,06/17
PW-DN706,856 AL5,850,PWDNBIGBR,"BIG BROTHERS & BIG SISTERS OF NYC - TECHNOLOGY ENHANCEMENT",IFSP,"",17000,0,06/17
PW-DN707,856 AL6,801,PWDJUST,"Urban Justice Ctr - Property Acquisition",CONS,"",95000,0,06/17
PW-DN708,856 AL7,801,PWDGOD,"FA GOD'S LOVE WE DELIVER -Building Expansion 13-336684-E245",CONS,"",312000,0,06/17
PW-DN708,856 AL7,801,PWDGOD,"FA GOD'S LOVE WE DELIVER -Building Expansion 13-336684-E245",EQFN,"",1000,0,06/17
PW-DN709,856 AK5,850,PWDNINTER,"INTERNATIONAL CENTER FOR THE DISABLED",EQFN,"",5000,0,06/17
PW-DN709,856 AK5,850,PWDNINTER,"INTERNATIONAL CENTER FOR THE DISABLED",IFSP,"",1000,0,06/17
PW-DN718,856 AJ7,801,UCPQUEENS,"United Cerebral Palsy of Queens Inc",CONS,"ACCESS FOR THE HANDICAPPE",16000,0,06/17
PW-DN718,856 AJ7,801,UCPQUEENS,"United Cerebral Palsy of Queens Inc",CONS,"ACCESS FOR THE HANDICAPPE",49000,0,06/17
PW-DN723,856 A86,850,PWQNLEGAL,"QUEENS LEGAL SERVICES CORP.",EQFN,"",205000,0,06/17
PW-DN725,856 A90,801,BXWORKS2,"FA - BronxWorks 133254484-R7352",CONS,"SITE DEV. AND OFFSITE INF",19000,0,06/17
PW-DN725,856 A90,801,PWDBXWORK,"BronxWorks Inc. -- Submission ID# 13-325448-O5939",CONS,"SITE DEV. AND OFFSITE INF",122000,0,06/17
PW-DN725,856 A90,850,PWDNWORKS,"BronxWorks, Inc. - Equipment Purchases",EQFN,"",62000,0,06/17
PW-DN727,856 AJ8,850,PWDNSOLUT,"PART OF THE SOLUTION",EQFN,"",226000,0,06/17
PW-DN728,856 AK8,850,PWDNTIMES,"TIMES SQUARE DISTRICT MANAGEMENT ASSOCIATION",IFSP,"",8000,0,06/17
PW-DN734,856 AC6,850,PWD5BIG,"1 CENTRE ST.- BIG APPLE GREETER",IFSP,"",5000,0,06/17
PW-DN764,856 AM6,850,PWDNLGAID,"THE LEGAL AID SOCIETY - IT PROJECT",EQFN,"",386000,0,06/17
PW-DN765,856 AM7,801,YOUGOTTA,"FA You Gotta Believe! The Older Child Adoption",SITE,"",21000,0,06/17
PW-DN768,856 AM1,850,PWKNFRONT,"SHOREFRONT JEWISH COMMUNITY COUNCIL - INITIAL OUTFITTING",EQFN,"",8000,0,06/17
PW-DN768,856 AM1,850,PWKNFRONT,"SHOREFRONT JEWISH COMMUNITY COUNCIL - INITIAL OUTFITTING",IFSP,"",3000,0,06/17
PW-DN774,856 AM2,801,HARLEMRBI,"FA - Harlem RBI Headquarters 13-4-2529-Y9850",CONS,"",15000,0,06/17
PW-DN780,856 AM3,850,PWUNISRVN,"Union Settlement Association East Harlem Senior Vans",IFSP,"",3000,0,06/17
PW-DN792,856 B16,801,KBRIDGEHE,"KINGSBRIDGE HEIGHTS COMMUNITY CENTER",CONS,"SITE DEV. AND OFFSITE INF",1435000,0,06/17
PW-DN807,856 AL9,850,PWDNPHPPS,"Phipps Community Development Corporation",EQFN,"",93000,0,06/17
PW-DN815,856 AF2,801,PV815HSG,"Hudson Guild -- 13-556298-V8743",CONS,"SITE DEV. AND OFFSITE INF",303000,0,06/17
PW-DN816,856 AP4,801,PWDL&GCCW,"Lesbian & Gay Community Services Center, Inc -- Windows, Fa",CONS,"",262000,0,06/17
PW-DN816,856 AP4,801,PWDL&GCCW,"Lesbian & Gay Community Services Center, Inc -- Windows, Fa",CONS,"",800000,0,06/17
PW-DN824,856 B18,850,PWDNURBAN,"Urban Youth Alliance International, Inc.",EQFN,"",25000,0,06/17
PW-DN824,856 B18,850,PWDNURBAN,"Urban Youth Alliance International, Inc.",EQFN,"",36000,0,08/16
PW-DN824,856 B18,850,PWDNURBAN,"Urban Youth Alliance International, Inc.",IFSP,"",1000,0,08/16
PW-DN825,856 B19,850,PWDNPROME,"PROMESA INC. - LOISIDA COMMUNITY CENTER",EQFN,"",500000,0,06/17
PW-DN855,856 AF4,850,PWDNUNITT,"UNITED COMMUNITY CENTERS - VEHICLE PURCHASE",EQVH,"",38000,0,06/17
PW-DN862,856 AN4,850,PWDNBUSHW,"Bushwick Ascend Charter School - I/O",EQFN,"",50000,0,06/17
PW-DN876,856 AQ4,850,PWDNYU027,"NYU Enginnering School Makerspace",EQFN,"",150000,0,06/17
PW-DN900,856 AP6,850,PWDBXPARE,"Bronx PARENT HOUSING NETWORK, INC. - VAN",EQFN,"",100000,0,06/17
PW-DN900,856 AP6,850,PWDBXPARE,"Bronx PARENT HOUSING NETWORK, INC. - VAN",EQFN,"",100000,0,06/17
PW-DN900,856 AP6,850,PWDNPHN35,"BRONX PARENT HOUSING MOBILE VAN",EQVH,"",100000,0,06/17
PW-DN911,856 AN5,850,PWDNCHART,"Equality Charter School - I/O",EQFN,"",446000,0,06/17
PW-DN912,856 AN6,850,PWDNROCKK,"Rocking the Boat, Inc. - Vehicle Purchases",EQVH,"",84000,0,06/17
PW-DN912,856 AN6,850,PWDNROCKK,"Rocking the Boat, Inc. - Vehicle Purchases",IFSP,"",2000,0,06/17
PW-DN913,856 AN7,850,PWDNSVCES,"SCO Family of Services - Equipment Purchases",EQFN,"",333000,0,06/17
PW-DN914,856 AN8,850,PWDNHARLM,"East harlem Scholars Academy - Equipment Purchases",EQFN,"",250000,0,06/17
PW-DN940,856 AQ1,801,PWDNYURBL,"New York Urban League Inc -- Construction or Renovation",CONS,"",155000,0,06/17
PW-DN941,856 AQ2,850,PWDNYUNJA,"NEW YORK United Jewish ASSOCIATION - vehicle",EQFN,"",16000,0,06/17
PW-DN941,856 AQ2,850,PWDNYUNJA,"NEW YORK United Jewish ASSOCIATION - vehicle",EQFN,"",16000,0,06/17
PW-DN943,856 AQ3,850,PWDBRIDGE,"The Bridge -- IT Infrastructure Enhancement project",EQFN,"",144000,0,06/17
PW-DN945,856 D04,850,PWDN63LGB,"Grand Street Settlement Inc. - Essex Crossing I/O",EQFN,"",250000,0,06/17
PW-DN946,856 AQ6,801,PWDMISSIV,"Mission of Immaculate Virgin for Protection",CONS,"",512000,0,06/17
PW-DN952,856 AQ7,801,PWDCORONY,"CORO NEW YORK LEADERSHIP CENTER - Training Space",CONS,"",82000,0,06/17
PW-DN952,856 AQ7,801,PWDCORONY,"CORO NEW YORK LEADERSHIP CENTER - Training Space",CONS,"",82000,0,06/17
PW-D005,856 D12,801,GREATKILL,"Great Kills Village Improvement",CONS,"",1000,0,06/17
PW-D005,856 D12,801,PWD5CFTH,"FA - Coalition for the Homeless",CONS,"",11000,0,06/17
PW-D005,856 D12,801,SEAVIEW,"FA - Seaview Senior Housing - Met Council",CONS,"",3387000,0,06/19
PW-D005,856 D12,801,TOTTENCBD,"Tottenville Central Business District",CONS,"GENERAL",100000,0,06/17
PW-D005,856 D12,816,PWD5FORH,"FORDHAM UNIVERSITY",EQFN,"",2000,0,06/17
PW-D005,856 D12,850,PWD005FS,"FORTUNE SOCIETY",CONS,"",500000,0,06/17
PW-D005,856 D12,850,PWD005NEW,"NONTRADITIONAL EMPLOYMENT FOR WOMEN",CONS,"",115000,0,06/18
PW-D005,856 D12,850,PWD005NEW,"NONTRADITIONAL EMPLOYMENT FOR WOMEN",DSGN,"",15000,0,06/18
PW-D005,856 D12,850,PWD005NEW,"NONTRADITIONAL EMPLOYMENT FOR WOMEN",CONS,"",114000,0,06/18
PW-D005,856 D12,850,PWD005NEW,"NONTRADITIONAL EMPLOYMENT FOR WOMEN",DSGN,"",14000,0,06/18
PW-D005,856 D12,850,PWD005NEW,"NONTRADITIONAL EMPLOYMENT FOR WOMEN",CONS,"",500000,0,06/18
PW-D005,856 D12,850,PWD05MASP,"MASPETH TOWN HALL",CONS,"",1000,0,06/17
PW-D005,856 D12,850,PWD05MAS2,"MASPETH TOWN HALL RENOVATIONS ADDITIONAL FUNDING",DSGN,"",100000,0,06/17
PW-D005,856 D12,850,PWD05MAS2,"MASPETH TOWN HALL RENOVATIONS ADDITIONAL FUNDING",CONS,"",700000,0,06/17
PW-D005,856 D12,850,PWD5BSSP2,"BORO PARK SHOMRIM - BROOKLYN SOUTH SAFETY PATROL",IFSP,"",3000,0,06/17
PW-D005,856 D12,850,PWD5SHOR,"SOUTH SHORE BABE RUTH LEAGUE",CONS,"",127000,0,09/16
