managingagency,projectid,description,citycost,noncitycost,totalcost
126,PV467-SSS,PRTT - Puerto Rican Traveling Theater Equipment Purchase,75000,0,75000
72,C75ELEMDC,Elevator Rehabilitation at MDC Freight Elevators,75000,0,75000
111,PO111-10,AIR COMPRESSOR SYSTEM,75000,0,75000
827,S216-403B,Initial Outfitting of Hamilton Ave MTS,75000,0,75000
846,P-1CROUL7,SIGNAGE FROM VAN CORTLANDT TO BRYANT PARK CNYG-1008M,75000,0,75000
827,S216-415B,Initial Outfitting of West 59th Street MTS,75000,0,75000
841,C5571,RECONST OF BARBERI FERRY VESSELS'S PROPULSION SYSTEM &WINDOW,75000,0,75000
846,P-1D5MDTP,BX District 5 Mini Dump Truck Purchase,75000,0,75000
846,P-309RTIE,RVSD - TIEMAN PL TO 120TH STAIRS & SDWKS M071-112M,75000,0,75000
801,LINCPROM,FA - Lincoln Center Promenade,75000,0,75000
841,HBM1171,W 31ST ST BR/AMTRAK LAYUP TRACKS 2-26672-A,75000,0,75000
806,RWESTON,WESTON UNITED COMMUNITY RENEWAL 2262 ADAM CLAYTON POWELL,75000,0,75000
856,PWD99813,WNET THIRTEEN EQUIPMENT,75000,0,75000
801,HL82ALB,Albert Einstein College of Medicine,75000,0,75000
126,PV196IRLT,Irish Repertory Theatre - Lighting System,75000,0,75000
841,QUEENSCWH,QUEENS COMMERCIAL CORRIDOR AT WOODHAVEN,75000,0,75000
806,HAM15COBC,CONEY ISLAND HOUSES I (SITE 4 & 5) BASKETBALL COURT RENO,75000,0,75000
816,HL82HRAMP,SECURITY SYSTEMS FOR DOHMH HEALTH CENTERS IN HARLEM,75000,0,75000
850,SETVDDC10,"CLEANING AND TELEVISING OF SEWERS BY DDC, FY10",75000,0,75000
850,PV411ITC2,FAB - ITC 64 E. Fourth Street Buillding Renovation Phase,75000,0,75000
850,HLDN02VAN,UNION COMMUNITY HEALTH CENTER - MOBILE DENTAL VAN,75000,0,75000
850,QED-983,WATER MIANS IN ROCKAWAT BEACH BLVD-B 90 ST AND B 94 ST,75000,0,75000
846,P-1CRACKA,Cimline 110 Gallon Crack Sealer - BRONX,75000,0,75000
111,PO-DCALL1,EMERGENCY CALL BOXES IN THE BRONX,75000,0,75000
827,S216-402B,Initial Outfitting of North Shore MTS,75000,0,75000
57,F175EMS4M,EMS4 Facades Restoration & Waterproofing,75000,0,75000
850,PWX78BXP,BRONX BOROUGH PRESIDENT'S OFFICE INITIAL OUT-FITTING,75000,0,75000
858,PSAC1FAC,PSAC 1 Construction Oversight,75000,0,75000
71,HH115AUSW,AUBURN SIDEWALK REPLACEMENT,75000,0,75000
42,BA017-015,25th Street Plaza Security Cameras,75000,0,75000
850,HWQ1126A,"ALMEDA AVE, ETC. ARVERNE/EDGEMERE HOPE VI AREA",75000,0,75000
850,SER200232,"STORM,SANIT SEWERS & WATER MAIN IN XENIA ST",75000,0,75000
42,QC063-016,Computer Lab Renovation,75000,0,75000
72,C117SERVR,McKinsey Hub - Shiny Server,75000,0,75000
71,HH112BASW,ATLANTIC ARMORY SIDEWALK RECONSTRUCTION,75000,0,75000
846,P-300ZO10,CPZ -Ticket Booth Relocation,75000,0,75000
846,P-1WASTER,Waste Line Router with Camera BRONX,75000,0,75000
56,POD106COM,106TH PCT - UPGRADE COMMUNITY ROOM,75000,0,75000
850,CSD999ADC,AUDREY JOHNSON DAY CARE CENTER COMPUTER LAB,75000,0,75000
850,PV490SITE,SHCC - Sitewide Circulation Plan Pedestrian Walkways & Road,75000,0,75000
850,HLQNSMARY,SAINT MARY'S HOSPITAL FOR CHILDREN - EQUIPMENT: PURCHA,75000,0,75000
111,PO-D185SI,Specialized vehicle for the 123 Pct.,75000,0,75000
850,SANDW59ST,WEST 59th STREET MTS - SANDY RELATED WORK,21000,53000,74000
846,P-6BLDG9B,FY10 Building Requirements (CNYG-309M),74000,0,74000
72,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",74000,0,74000
126,PV773-HAI,"HOSP - Hospital Audiences, Inc. Accessible Culture Buses",74000,0,74000
846,P-2PLG14D,RECON. CHARLES PINNTRIANGLE - PAVE. CURBS FENCING BG-613M,74000,0,74000
850,LNEM13ALL,ALLERTON: Fire Safety,74000,0,74000
801,AGDSAGE,FA - Sage Senior Center,73000,0,73000
846,P-1CROUL1,VAN CORT PLGD & COMF. STAT(SACHKERAH WOODS) X092-400MA/700,73000,0,73000
56,PO79BMAGS,TANK REPLACEMENT AT 1PP,73000,0,73000
846,P-6PNYG05,PlaNYC - FY09 Spring Greenstreets (CNYG-2109M),73000,0,73000
111,PO187-PH3,FILM PROCESSOR,73000,0,73000
801,HUNT200,Hunts Point (200 Food Center Drive) Building mprovements,73000,0,73000
846,P-4PLG13E,FY13 Queens Plgrd Multisite QG-613M,73000,0,73000
846,P-1BRUCKN,Bruckner Soundview Greenway Connection - XG-31700-104M,-165000,238000,73000
801,PV467-OSL,FA - Orchestra of St. Lukes Theater Renovation,72000,0,72000
846,P-306TRYG,TRYGVE LIE PLAZA M203-109M,72000,0,72000
126,PV818-RAT,RATTLESTICK PRODUCTIONS LIGHTING SYSTEM,72000,0,72000
850,LQD122-AU,Auburndale - Roof Replacement,72000,0,72000
846,P-1CWELEC,FY04 Bronx Elected Official Multi-Site - XG-204M,72000,0,72000
846,P-600ZOO4,Citywide Zoos - HVAC replacements,72000,0,72000
846,P-406AUS1,AUSTIN PLAYGROUND C/S UPGRADES Q304,72000,0,72000
846,SANDY5-41,Sandy-Lemon Creek Pk -timbler rail RG-212M WO 5,15000,57000,72000
846,P-4PLG13G,FY13 Queens Plgrd Multisite QG-913M,72000,0,72000
126,PV853LIVE,OMW - Original Music Workshop - Livestreaming Installation,72000,0,72000
56,PO79P76,PIER 76 RECONSTRUCTION,72000,0,72000
111,DOIT3MAIN,DoITT Mainframe Systems Site B,71000,0,71000
850,PWDNWOODY,"Woodycrest Center for Human Development, Inc. - E/P",71000,0,71000
850,PV467-MRG,ML - Morgan Library - Reconstruction,71000,0,71000
126,PV957-IT1,NPF - IT System FY18,71000,0,71000
801,SANDY3-01,HIghline M&O Facility Sandy Repairs,8000,63000,71000
846,P-6CWMINI,MINI-POOLS - CITYWIDE CNYG-1601MA,0,71000,71000
126,PV066BCIT,BROOKLYN ARTS COUNCIL IT UPGRADE,71000,0,71000
850,PV205GARG,NYBG - NEW YORK BOTANICAL GARDEN - Parking Garage,71000,0,71000
57,F204RIBL4,RANDALL'S ISLAND BLDG. #4,71000,0,71000
126,PV716-URB,Urban Word NYC - Recording Studio Equipment,71000,0,71000
42,GR006-007,Integrated Computer & Audio/Video Network,71000,0,71000
801,BIOBAT,State University of New York - BioBAT 20824466-Y9707,71000,0,71000
850,LQD122-CM,CAMBRIA HEIGHTS - Lower Level Renovation,70000,0,70000
850,HH112ATBU,ATLANTIC AVE ARMORY BLD UPGRADE/LOBBY RENOVATIONS,70000,0,70000
806,HAM17BESC,Bethune Gardens -- Security cameras,70000,0,70000
856,PW80FAN,2 LAFAYETTE ST.- EXHAUST FAN INSTALLATION,70000,0,70000
57,F175KIT61,KITCHEN REPLACEMENT - SQ61,70000,0,70000
819,21201742,JMC: REPLACE OPTICAL COHERENCE TOMOGRAPHY (OCT),70000,0,70000
850,E16-0012,DCLA-Brooklyn Museum,70000,0,70000
111,PO-D046G,104TH PRECINCT TELEPHONE SYSTEM UPGRADE,70000,0,70000
850,PV419CAR2,Cooper Hewitt - Carnegie Mansion Renovation Phase 2b,70000,0,70000
819,34201603,QHC: LOCAL LAW 11 COMPLIANCE,70000,0,70000
801,216STFAC,W. 216th St Bulkhead Improvements,70000,0,70000
846,P-4QTOL20,Purchase one Toolcat 5600 G-series for snow plowing in CD2,70000,0,70000
806,HAM16LGSC,282 CHERRY STREET SECURITY CAMERAS,70000,0,70000
846,P-2PLG13E,RC- SEELEY PARK -(TOT LOT) BG-311M,70000,0,70000
846,P-3MAGGRD,"Maggie's Garden DPR Green Thumb Project, Manhattan",70000,0,70000
846,P-205SDFC,Sperandeo Playground - Fence RC. B163-215M,70000,0,70000
850,LQD122BT1,Bay Terrace - HVAC & Controls,70000,0,70000
806,HAM17TMSC,Thurgood Marshall Plaza -- Security cameras,70000,0,70000
850,LNEM13SPV,Spuyten Duyvil Branch: Fire Safety,70000,0,70000
111,PO187PR19,MULTI 4610KSICD OFFSET PRESS,70000,0,70000
850,F175FLO13,apparatus floors,70000,0,70000
846,P-4QSNW22,Snow Tractor Purchase at District 22,70000,0,70000
850,RWM022,RETAINING WALL - PARK AV NB - E 33 ST TO E 34 ST,70000,0,70000
846,P-1TRE15A,"FY15 Street Tree Planting, Bronx CB's 1-8 , XG-115M",70000,0,70000
126,PV279STU1,MCA - Museum of Chinese in Americas - A/V Equip,69000,0,69000
111,PSC2PRECM,DDC PSAC 2 Pre Construction Services,69000,0,69000
801,1680LEXSP,1680 Lexington Sound Proofing,69000,0,69000
819,13201340,HARLEM: PURCHASE 4 ULTRASOUND SYSTEMS FOR DIAGNOSTIC IMAGIN,69000,0,69000
850,PV205PERI,NYBG - NY Botanical Garden - Perimeter Fence,69000,0,69000
819,48200101,WOODHULL - INSTALLATION OF INTERIOR AND EXTERIOR SIGNAGE,69000,0,69000
850,PV236SGD2,BBG - Brooklyn Botanic Garden - South Garden Dev. Phase 2,69000,0,69000
850,PV362ANN,ST. ANN'S WAREHOUSE EQUIPMENT PURCHASE,69000,0,69000
850,PV467FLEA,FLEA - Flea Theater Renovation,69000,0,69000
816,ACEDOH501,DOHMH - LIGHTING UPGRADES,69000,0,69000
846,P-2PLG15E,TAAFFE - Playground Reconstruction (BG-613M),69000,0,69000
846,P-6GRST01,Stormwater Capture Greenstreets (CNYG-512M),69000,0,69000
846,P-6DTREE7,Trees - FY07 Spring Trees (CNYG-407M),69000,0,69000
850,PV467GUG2,GUG - Guggenheim Exterior rehabilitation,69000,0,69000
850,PV022-IFS,MMA - MET MUSEUM 21st CENTURY PROJECT/INFRASTRUCT UPGRADES,68000,0,68000
850,HL82MHHS,ST. MARY'S HEALTH CARE SYSTEM FOR CHILDREN HOSPITAL,68000,0,68000
856,PWCN001,Sixth Street compost project,68000,0,68000
850,PV467-CJH,CJH - Center for Jewish History - New Facility,68000,0,68000
846,P-217PAER,"PAERDEGAT PK- RECON. BSKT BALL, SIDEWALKS, LIGHTS, B218-11",68000,0,68000
801,STGRGEFIT,St. George Ferry Terminal - Fit Out,68000,0,68000
858,DOIT9MOSS,DoITT Sharepoint Hosting Environment,68000,0,68000
858,DOIT4FILT,DoITT Internet Content and Advanced Malware,67000,0,67000
38,LBM12MPSA,MCKINLEY PARK SITE ACQUISITION,67000,0,67000
846,P-6PNYR24,FY14 NRG Alley Pond/McGuire Fields,67000,0,67000
126,PV088-LGT,BRIC - Lighting System Upgrade,67000,0,67000
819,13201741,HARLEM: REPLACE LASER SYSTEM FOR UROLOGY,67000,0,67000
57,F175KITE5,Kitchen Renovation Engine Company 5,67000,0,67000
850,LNCA11SNV,SOUNDVIEW - Interior/Exterior Renovation,67000,0,67000
56,PO79BMAII,FACADE AT NYPD'S FORENSIC LABORATORY,67000,0,67000
111,PO185-39,HAZMAT TRUCK,67000,0,67000
850,CSDNBENEF,Association to Benefit Children - 13-330308-N5830,66000,0,66000
850,HLMNTREAT,ADDICTION RESEARCH & TREATMENT CORP.,66000,0,66000
850,LBKA02PKS,PARK SLOPE - Renovation/Rehabilitation and HVAC Replacement,66000,0,66000
846,P-1BXRCAM,"Security cameras at Bronx River House at Starlight Park, Br",66000,0,66000
846,P-308JJPK,John Jay Green Space Improvements,66000,0,66000
57,F109DUMPS,Dump Truck,66000,0,66000
819,33200470,ELMHURST: CONSTRUCT NEW MEDICAL BLDG. AT 77-01 BWAY,65000,0,65000
801,OHELFAM,FA Ohel's Children's Home and Family Services,65000,0,65000
42,ME037-016,College Prep School Classroom Improvements,65000,0,65000
819,13201121,HARLEM: AMSTERDAM AVENUE PLAZA SOLAR POWERED SIGNAGE,65000,0,65000
39,LQDLCCTV,DOUGLASTON CCTV,65000,0,65000
850,AGDNJACOB,Jacob A. Riis Neighborhood Settlement - Vehicle Purchases,65000,0,65000
846,P-302DRYD,DRY DOCK PLAYGROUND RECON M270-110M,65000,0,65000
819,13201640,HARLEM: PURCHASE ANESTHESIA MONITORING SYSTEM,65000,0,65000
125,AGWOODRE1,Woodside houses new gym for the elderly,65000,0,65000
850,QED1005,DIST WATER MAIN REPLACEMENT LONG ISLAND CITY,65000,0,65000
111,DOR7COMP,DOR Desktop Computer Procurement,65000,0,65000
816,HL82HITIN,HEALTH INFORMATION INITIATIVE,65000,0,65000
856,ACECAS508,DCAS - BRONX BERGEN BUILDING - LIGHTING UPGRADE,65000,0,65000
42,CA201HS04,SPANDREL MASONRY RESTORATION,0,65000,65000
846,P-3HRPCCV,Hudson River Park Trust Clinton Cove Landscaping,65000,0,65000
801,UCPQUEENS,United Cerebral Palsy of Queens Inc,65000,0,65000
856,PW308TLC,TAXI AND LIMO - SPRINTER VAN,65000,0,65000
126,PV848-MOG,Metropolitan Opera Guild:Opera Learning Center Sound System,65000,0,65000
126,PV467-QSO,QSO - QUEENS SYMPHONY ORCHESTRA IT UPGRADE,65000,0,65000
850,HLDN24MR2,Edwin Gould Services for Children- Electronic Medical Recor,65000,0,65000
801,SSSPIER16,South Street Seaport - Pier 16 Rehab,64000,0,64000
801,RANDISSF,Randall's Island Sports Fields,64000,0,64000
801,P-6NEWYN2,New Yankee Stadium - Associated Soft Costs,64000,0,64000
850,P302WSQ3A,WSP COMF STATION/FIELD HOUSE-PHASE 3,64000,0,64000
850,PV176-WHC,WCS BRONX ZOO - Wildlife Health Center ISOQ & TAB,64000,0,64000
801,BKYOUTHC2,Brooklyn Youth Chorus Academy - Sound & Lighting,64000,0,64000
826,WEC-REP,WATER METER REPLACEMENTS,64000,0,64000
801,P-2GPWB07,GPWB - Box Street and Newtown Barge Parks,63000,0,63000
819,SAND2101,JMC: RESTORE DAMAGES TO EAST ENTRY SOFFIT - SANDY CTGY E,5000,58000,63000
801,HL99AUTSM,NY FAMILIES FOR AUTISTIC CHILDREN,63000,0,63000
826,DEL-185,Del Repair: UNWATERING IMPROVEMENTS,63000,0,63000
846,P-3PL14A4,Stuyvestant Sq Irrigation (MG-314M),63000,0,63000
850,MED-606,TRUNK MAIN CONN TO SHAFT 30B IN GRAND ST B/T B'WAY & ESSEX,63000,0,63000
42,BX005-001,EDP Equipment,63000,0,63000
846,P-403TPAQ,Travers Park - Acquisition /Expansion QG-47350-111M,63000,0,63000
801,PVMMICY,MMI - Courtyard Construction,63000,0,63000
858,311VOIP,DoITT 311 VOIP,62000,0,62000
850,AGBAYRIDG,Bayridge Center Purchase of wheelchair accessible mini van,62000,0,62000
850,PWDNURBAN,"Urban Youth Alliance International, Inc.",62000,0,62000
856,PW77GLDHA,100 GOLD ST. - HVAC,62000,0,62000
57,FD175D163,ENGINE 163 - NEW DOORS,62000,0,62000
846,P-6GTEQIP,2-3yd Dump Truck for Green Thumb,62000,0,62000
850,HRDNOPPOR,OPPORTUNITIES FOR A BETTER TOMORROW - COMPUTER LAB,62000,0,62000
846,P-405EGPK,EVERGREEN PARK (TOT PLGD RC) Q302-112M,62000,0,62000
111,COMP7OAIS,Comptroller: Next Generation OAISIS Transformation,62000,0,62000
850,HRXQSACC,QSAC COMPUTERS,62000,0,62000
801,PV540AFAM,MOMA - AFAM Acquisition,62000,0,62000
56,PO79BMAJH,75TH PCT CHILLER REPLACEMENT,62000,0,62000
126,PV829ADCV,Aaron Davis Hall - CCTV,62000,0,62000
850,PWDNWORKS,"BronxWorks, Inc. - Equipment Purchases",62000,0,62000
111,COMP9LAN,Comptroller - Tech Infrastructure Upgrade Phase 3,62000,0,62000
846,P-6WALK11,"Reconstr of boardwalks,ada ramps, railings,stairs CNYG-911M",62000,0,62000
850,HLKNTREAT,START Treatment & Recovery Centers - Equipmen Purchases,62000,0,62000
850,HLQNBLOOD,NEW YORK BLOOD CENTER - PURCHASE OF A MACHINE,62000,0,62000
858,DOIT2IVRL,DoITT IVR Language Router,62000,0,62000
850,CSDNBENET,Association to Benefit Children - 13-330308-T80567,62000,0,62000
850,HLDNEGVAN,Edwin Gould Services for Children Van Purchase,62000,0,62000
126,PV185HA10,Home for Contemporary Theatre and Art IT Equipment Upgrade,61000,0,61000
846,P-2GATEW9,Gateway Estates -Heating and Ventilation B541-415M,61000,0,61000
56,PO79BMAHX,63RD BATHROOM RENOVATION,61000,0,61000
846,P-3PDOGRN,Parks Improvements in CD5 -- Dog Runs,61000,0,61000
846,P-307AMNH,AMNH SIDEWALKS PERIMETER STONE REPLACEMENT M053-107M,61000,0,61000
57,F175DR246,Overhead Replacement at Engine 246,61000,0,61000
850,HL82HCRST,Homecrest Heatlh Center - Exterior Renovations,61000,0,61000
850,PWKNREDTE,RED HOOK INITIATIVE--TECH LAB UPGRADE,61000,0,61000
126,PV131AOLT,FAB - Alpha Omega Lighting System,61000,0,61000
126,PV290-N42,New 42nd Street Audio System,61000,0,61000
57,F175E16DR,APPARATUS DOOR - EC16,61000,0,61000
57,F175LD275,APPARATUS DOOR - EC275,61000,0,61000
826,BB-210-L,DEP: Digester Gas Piping at Bowery Bay WPCP - ADG 2 (NYPA),60000,0,60000
850,LNCA15MOT,Window Replacement,60000,0,60000
846,P-1PNYC02,Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC,60000,0,60000
850,SEN002159,W/M & SEWER WORK IN GREENWICH ST- HUBERT ST AND CANAL ST,60000,0,60000
850,PV235F4A1,BMA - Brooklyn Museum - Ph 4 Climate Control Stage 1 & 2,60000,0,60000
126,PV835-LFA,Lotus Fine Arts Video Archive System,60000,0,60000
37,LNCA13AGL,AGUILAR: Technology,60000,0,60000
126,PV197IRON,IOD - IRONDALE Purchase of a Copier,60000,0,60000
819,68201301,GOLDWATER: DECOMMISSIONING OF GOLDWATER HOSPITAL,60000,0,60000
72,C75BKFCDE,BKDC Facade - New Facade Roof Expansion of Court Yard,60000,0,60000
57,FD175D159,ENGINE 159 - NEW DOORS,60000,0,60000
850,HL82AIDSC,AIDS Service Center of NY,60000,0,60000
126,PV502-N2E,"JCAL - Jamaica Center for Arts Reconstruction; IT Equipme",60000,0,60000
850,HLDN22EMR,Edwin Gould Service for Children - Electronic Medical Recor,60000,0,60000
56,JGHILLBID,Jerome/Gun Hill BID -- For the installation of security came,60000,0,60000
850,HLDNCUPDC,COLUMBIA UNIVERSITY Pediatric Dental Clinic,60000,0,60000
126,PV467-EXL,SST - SECOND STAGE THEATER - PURCHASE OF COMPUTER EQUIPMENT,60000,0,60000
858,DOIT9JPNU,DoITT Juniper Network Upgrade,60000,0,60000
126,PV747-NDR,NEW DRAMATISTS LIGHTING SYSTEM,60000,0,60000
846,SANDY5-13,SANDY - SI Type 2 Plgrd R/C (RG-713M),6000,54000,60000
42,ST027-013,Student Veterans Center,60000,0,60000
806,HAM16THCC,THROGGS NECK COMMUNITY CENTER TECHNOLOGY UPGRADE,60000,0,60000
850,CO281K-CR,120 SCHERMERHORN ST.- INTERIOR RENOVATIONS,60000,0,60000
846,P-4QTOLCT,Parks Department Tool Cat Equipment -- VEHICLE PURCHASE,60000,0,60000
42,ST024-012,New Electronic Message Board,60000,0,60000
856,PW193CHL2,1 CENTRE ST.- REHAB AND FRICTIONLESS CHILLER MODERNIZATION,60000,0,60000
850,PV279-FLO,NYCC - NY CITY CENTER Exterior Waterproofing & Roof Repair,60000,0,60000
850,HBPED600R,Armajani Structure,60000,0,60000
850,RWM023S,RETAINING WALL - PARK AV SB - E 39 ST TO E 40 ST,60000,0,60000
850,HLRNEDENC,EDEN II - Computers for New Lab,60000,0,60000
826,GKRH34-02,GI - CONS OF ROW BIOSWALES & STORMWATER GREENSTREETS RH-034,60000,0,60000
841,TFD503-07,GREAT KILLS MUNICIPAL PARKING LOT LIGHTING,60000,0,60000
846,P-407HARV,Harvey Park,60000,0,60000
846,P-304HR46,Hudson River Park- Pier 46 athletic field,60000,0,60000
841,HBM1145B,W. 153RD ST. OVER A.C. POWELL BLVD. 2-24671,59000,0,59000
819,12201040,GOUVERNEUR: PURCHASE OF MAMMOGRAPHY MACHINE,59000,0,59000
850,HLDNSINAI,MT SINAI QUEENS - CT SCAN AND MAMOGRAM,59000,0,59000
846,P-218LIND,LINDOWER NATURAL TURF BALLFIELDS (B329-113M),59000,0,59000
850,HL82SINCC,"MOUNT SINAI HOSPITAL, QUEENS NEW CANCER CENTER",59000,0,59000
850,HH112BAKU,BORDEN AVENUE VETERANS RESIDENCE KITCHEN UPGRADE,59000,0,59000
126,PV717-EY2,EYE - Eyebeam Audio Suite,59000,0,59000
846,P-3HRPLSD,Hudson River Park Trust Leroy St Dog Run,59000,0,59000
126,PV241TELE,Museum of the City of New York- Telephone system replacemen,59000,0,59000
850,RWX019,RETAINING WALL - MACOMBS DAM BR APPROACH SB BEHIND STAIRS,59000,0,59000
850,PV503MSTP,CH - Carnegie Hall Master Plan & Reconstr of Non-Performanc,59000,0,59000
846,P-311MGPF,PELHAM FRITZ REC CTR WINDOWS & BOILER M058-112M,59000,0,59000
819,26201702,CIH: INSTALL A SECONDARY WATER DISINFECTION SYSTEM - MAIN B,58000,0,58000
111,PO187-AMS,Air Management System for FSD Body Shop,58000,0,58000
850,SE-851,"HLSS , STRM, SAN & COMB SWERS & WM IN FRESH CREEK BASIN AREA",58000,0,58000
111,XBP7COMP,Bronx Borough President - Computer Equipment Upgrade,58000,0,58000
850,HRMNFECAP,"Fedcap Rehabilitation Services, Inc. - Equipment Purchases",58000,0,58000
850,HL82STMHS,St. Mary's health care Center of Queens,58000,0,58000
841,TFD503M24,FLATIRON DISTINCTIVE LIGHTING ALONG 23rd ST. 3rd to 6th AV.,58000,0,58000
850,LQQ122CLD,CENTRAL - Children's Library Discovery Center & Renovations,58000,0,58000
846,P-2PLG13B,"RECON.PLAY EQUIP, SFTY SURF, GEN SITEWKBELMONT PLGD BG-311M",57000,0,57000
850,HRMNDFUND,"The Doe Fund, Inc. - Vehicle Purchase",57000,0,57000
57,SANDBRUSH,BRUSH FIRE UNITS - HURRICANE SANDY,-7000,64000,57000
801,PWDJCC,JCC OF STATEN ISLAND,57000,0,57000
846,QUEENSCSS,QUEENS COMMERCIAL CORRIDOR AT SUNNYSIDE,57000,0,57000
850,SEQ200491,"STRM EXT IN FERN PLACE B/T POLHEMUS AV & 108 RD, ETC....",57000,0,57000
856,PWCWSEC,Citywide Building Security,57000,0,57000
850,PW357MOCS,253 BROADWAY- 9TH FLOOR REHABILITATION OF MOCS SPACE,57000,0,57000
126,PV767RTF2,RTF - Rooftop Films Projection System,57000,0,57000
68,LUCILLE,Lucille Rose Day Care and Rockaway HeadStart,57000,0,57000
826,DEP_VIDEO,Video Conferencing Agency Wide Telecommunication System,57000,0,57000
850,P-NYPARKS,NY RESTORATION PROJ (SHERMAN CREEK BOATHOUSE),57000,0,57000
126,PV101EXTL,MJH - LED Exterior Lighting,56000,0,56000
801,PV489-ATH,FA - LCPA Lincoln Ctr Alice Tully Hall,56000,0,56000
850,F1755CO99,COMMUNICATIONS OFFICES RENOVATIONS,56000,0,56000
850,HLQNFLOAT,THE FLOATING HOSPITAL: NEW VEHICLE FOR PATIENTS,56000,0,56000
850,LBC11CGRF,CARROLL GARDENS - Roof Replacement,56000,0,56000
856,PW193LB,1 CENTRE ST. - HUMAN CAPITAL LONG BEACH,56000,0,56000
850,PV205-MUP,NYBG - NY Botanical Garden - Master Utility Project,56000,0,56000
850,PV467-IAM,"IAM - Italian American Museum, Interior Reconstruction",56000,0,56000
819,11201546,BELLEVUE: PURCHASE MANOMETRY SYSTEM,55000,0,55000
850,HLFLSH,FLUSHING HOSPITAL,55000,0,55000
850,PWDNDFUND,"The Doe Fund, Inc. - Vehicle Purchase",55000,0,55000
126,PV607-NIA,St. Rosalia - NIA Multi Media Lab,55000,0,55000
856,PW326QCB6,CBQN - QUEENS CB6 OFFICES,55000,0,55000
856,PW325PIPE,210 JORALEMON ST.- REPLACEMENT OF CHILLED WATER SUPPLY,55000,0,55000
826,BB-61,Main Sewage Pump Upgrades at Bowery Bay WPCP,55000,0,55000
850,PV385RLP3,SIG - Signature Theater Center - Phase 3,55000,0,55000
850,PV467THEA,FTH - Flushing Town Hall Interior and Exterior Renovation,55000,0,55000
858,DOIT2EDIS,DoITT Electronic Search & Discovery Self-Service Project,55000,0,55000
56,PO79BMAIB,EMU GARAGE STRUCTURAL SLAB REHABILITATION,55000,0,55000
806,HAM18BRCC,Bronx River CC: Children's Arts and Science Workshops,55000,0,55000
850,PO79MOU1,MOUNTED UNIT RENOVATION,54000,0,54000
125,AGHAMVEH,Hamilton Madison Transportation Vehicles,54000,0,54000
126,PV645BYAV,BYC - Brooklyn Youth Chorus AV System,54000,0,54000
111,RDA5RDAL,RDA LAN Upgrade,54000,0,54000
850,HH112KBBU,KINGSBORO BUILDING UPGRADE,54000,0,54000
850,HRKOPPOR,Opportunities for a Better Tomorrow: Workforce Training Com,54000,0,54000
850,HLDNSINAT,MT SINAI QUEENS - PET/CT SCAN,54000,0,54000
856,ACEBPL601,BPL - EAST FLATBUSH BRANCH RENOVATION,54000,0,54000
850,LB-104KEN,KENSINGTON - Replacement Facility,54000,0,54000
819,48201040,WOODHULL: PURCHASE OF VAN,54000,0,54000
850,HLDNSTC61,St Mary's Hospital for Children-Standalone Equipment,54000,0,54000
111,DCPXLAN,Dept of City Planning - LAN Upgrade,53000,0,53000
819,26201540,CIH: PURCHASE A 4D ULTRASOUND SYSTEM FOR OBSTETRICS SERVICE,53000,0,53000
846,P-4QERIVE,QUEENS EAST RIVER NORTH SHORE GREENWAY QG-907M,53000,0,53000
126,PV790NYCL,NYCL - New York Classical Theater Lighting & Seating System,53000,0,53000
126,PV467EQ97,LESTM - Schnieder Saloon Equipment - 97 Orchard St.,53000,0,53000
56,SANDCD2,MOUNTED TROOP E,6000,47000,53000
846,P-307TUNN,LINCOLN CTR N. & S. TUNNEL UPGRADES-SUBWAY ENTRANCE M232,53000,0,53000
